foodName,proteinAmt,calorieAmt,cost
Smoked Berry Chunks,16,301,0.99
Glazed Almond Chunks,39,369,0.99
Glazed Grain Strips,27,449,0.99
Sweet Grain Crackers,17,443,0.99
Golden Honey Crumbles,24,152,0.99
Glazed Almond Bites,20,332,0.99
Roasted Chicken Chunks,15,97,0.99
Crispy Protein Delight,20,534,0.99
Rustic Berry Crumbles,27,555,0.99
Wholesome Berry Medley,35,177,0.99
Crispy Chicken Mix,32,238,0.99
Glazed Honey Rice,2,349,0.99
Golden Herb Bites,26,226,0.99
Premium Herb Soup,38,410,0.99
Hearty Chili Pasta,15,429,0.99
Tangy Chili Chunks,37,86,0.99
Hearty Pepper Nuggets,19,55,0.99
Zesty Almond Chunks,25,167,0.99
Wild Almond Mix,25,600,0.99
Smoked Vanilla Slices,14,444,0.99
Smoked Cocoa Slices,23,491,0.99
Smoked Oat Delight,3,282,0.99
Zesty Garden Chunks,18,401,0.99
Savory Honey Crackers,18,389,0.99
Hearty Berry Energy Mix,2,216,0.99
Premium Grain Slices,7,227,0.99
Smoked Garden Wafers,40,239,0.99
Fusion Fruit Stew,13,124,0.99
Zesty Berry Chunks,20,126,0.99
Roasted Pepper Blend,2,140,0.99
Glazed Herb Pasta,16,528,0.99
Golden Berry Wafers,16,335,0.99
Golden Peanut Nuggets,14,534,0.99
Classic Almond Soup,16,192,0.99
Premium Grain Bites,1,300,0.99
Savory Cocoa Strips,28,89,0.99
Organic Grain Soup,14,279,0.99
Glazed Protein Strips,10,352,0.99
Fresh Fruit Medley,30,232,0.99
Wild Vanilla Nuggets,19,235,0.99
Herbal Fruit Pasta,1,504,0.99
Sweet Chili Blend,26,190,0.99
Golden Grain Crackers,12,394,0.99
Premium Grain Crumbles,26,263,0.99
Sweet Grain Strips,30,310,0.99
Savory Garden Rice,14,271,0.99
Crispy Protein Crunch,5,399,0.99
Golden Nut Delight,40,515,0.99
Zesty Veggie Soup,18,126,0.99
Classic Oat Rice,20,536,0.99
Tangy Maple Rice,31,489,0.99
Crispy Grain Chunks,37,570,0.99
Organic Peanut Chunks,30,67,0.99
Fusion Fruit Blend,16,427,0.99
Wholesome Peanut Granola,40,409,0.99
Organic Garden Medley,32,580,0.99
Golden Herb Stew,20,117,0.99
Crispy Tomato Strips,33,257,0.99
Tangy Fruit Crumbles,24,69,0.99
Zesty Pepper Crunch,16,290,0.99
Hearty Oat Soup,17,507,0.99
Zesty Vanilla Crumbles,35,190,0.99
Roasted Nut Slices,36,227,0.99
Premium Vanilla Delight,38,196,0.99
Glazed Almond Protein Bar,32,432,0.99
Smoked Protein Bites,2,300,0.99
Glazed Herb Protein Bar,7,139,0.99
Golden Cocoa Slices,38,281,0.99
Herbal Maple Rice,7,148,0.99
Wild Oat Energy Mix,37,123,0.99
Smoked Veggie Wafers,38,182,0.99
Tangy Cocoa Pasta,2,78,0.99
Hearty Fruit Crackers,7,548,0.99
Golden Chicken Pasta,23,197,0.99
Savory Almond Bites,24,108,0.99
Smoked Protein Nuggets,20,410,0.99
Herbal Fruit Crunch,6,370,0.99
Wild Chicken Protein Bar,40,397,0.99
Fresh Herb Energy Mix,39,467,0.99
Crispy Honey Blend,26,124,0.99
Organic Vanilla Bites,16,180,0.99
Classic Peanut Granola,23,345,0.99
Wild Protein Crackers,21,244,0.99
Fusion Maple Delight,1,339,0.99
Roasted Veggie Stew,39,597,0.99
Crispy Berry Bites,13,352,0.99
Golden Honey Slices,21,404,0.99
Classic Maple Wafers,11,184,0.99
Tangy Chicken Delight,30,561,0.99
Wild Cocoa Mix,8,63,0.99
Savory Herb Blend,17,423,0.99
Sweet Berry Energy Mix,40,301,0.99
Sweet Grain Strips,37,304,0.99
Hearty Berry Nuggets,36,248,0.99
Organic Tomato Mix,5,384,0.99
Crispy Berry Blend,6,523,0.99
Hearty Oat Crackers,34,294,0.99
Smoked Honey Nuggets,26,136,0.99
Roasted Nut Crumbles,14,189,0.99
Fresh Nut Crunch,9,570,0.99
Organic Chili Crunch,32,333,0.99
Savory Garden Soup,11,278,0.99
Rustic Pepper Bites,4,374,0.99
Golden Maple Rice,9,366,0.99
Classic Almond Bites,7,394,0.99
Golden Vanilla Nuggets,31,506,0.99
Rustic Protein Chunks,3,447,0.99
Herbal Chicken Delight,29,162,0.99
Hearty Honey Blend,8,379,0.99
Golden Pepper Wafers,7,75,0.99
Wild Chicken Protein Bar,27,320,0.99
Crispy Herb Delight,40,305,0.99
Savory Herb Blend,8,155,0.99
Smoked Chili Delight,10,188,0.99
Roasted Chili Granola,21,523,0.99
Fusion Veggie Stew,30,266,0.99
Herbal Beef Soup,35,233,0.99
Fusion Garden Crackers,3,61,0.99
Spicy Maple Nuggets,6,542,0.99
Premium Garden Strips,32,458,0.99
Fusion Nut Nuggets,1,493,0.99
Crispy Beef Nuggets,8,114,0.99
Wild Oat Strips,15,293,0.99
Organic Cocoa Mix,33,303,0.99
Wholesome Tomato Bites,29,590,0.99
Tangy Oat Slices,3,489,0.99
Smoked Herb Nuggets,29,502,0.99
Sweet Garden Stew,37,329,0.99
Rustic Fruit Blend,39,145,0.99
Organic Tomato Pasta,29,596,0.99
Hearty Fruit Crunch,1,99,0.99
Organic Chili Rice,33,480,0.99
Sweet Honey Soup,8,375,0.99
Classic Chili Crunch,16,352,0.99
Sweet Herb Delight,12,87,0.99
Fusion Nut Chunks,12,215,0.99
Spicy Tomato Slices,39,291,0.99
Zesty Chicken Bites,7,159,0.99
Fusion Chicken Crumbles,36,65,0.99
Fusion Cocoa Granola,30,171,0.99
Tangy Chili Soup,39,383,0.99
Fresh Berry Protein Bar,35,425,0.99
Classic Fruit Energy Mix,24,428,0.99
Smoked Beef Pasta,34,389,0.99
Savory Chicken Mix,11,468,0.99
Fusion Chili Rice,18,510,0.99
Organic Tomato Bites,5,115,0.99
Tangy Almond Chunks,18,407,0.99
Glazed Berry Delight,31,204,0.99
Fresh Garden Wafers,21,556,0.99
Wholesome Protein Bites,14,549,0.99
Savory Maple Pasta,3,459,0.99
Golden Nut Wafers,20,319,0.99
Hearty Herb Energy Mix,6,169,0.99
Rustic Almond Strips,26,267,0.99
Tangy Honey Nuggets,35,153,0.99
Crispy Herb Pasta,17,413,0.99
Rustic Berry Wafers,40,486,0.99
Crispy Berry Stew,24,211,0.99
Wild Garden Slices,37,354,0.99
Tangy Honey Wafers,14,194,0.99
Savory Berry Bites,26,194,0.99
Crispy Pepper Pasta,36,597,0.99
Wholesome Beef Chunks,8,408,0.99
Savory Chili Chunks,39,420,0.99
Hearty Protein Rice,7,466,0.99
Savory Peanut Granola,5,265,0.99
Tangy Oat Crunch,11,60,0.99
Hearty Fruit Crumbles,36,569,0.99
Roasted Maple Bites,29,590,0.99
Savory Herb Crumbles,22,303,0.99
Premium Grain Blend,1,544,0.99
Roasted Beef Crumbles,39,496,0.99
Rustic Honey Bites,26,521,0.99
Wholesome Chili Medley,5,125,0.99
Classic Honey Granola,33,495,0.99
Hearty Berry Blend,6,553,0.99
Roasted Chicken Medley,29,148,0.99
Hearty Maple Crumbles,36,57,0.99
Glazed Veggie Mix,11,338,0.99
Golden Vanilla Blend,16,260,0.99
Organic Fruit Bites,40,377,0.99
Golden Vanilla Stew,1,548,0.99
Wholesome Tomato Crumbles,32,173,0.99
Wild Nut Nuggets,30,391,0.99
Tangy Peanut Bites,36,542,0.99
Premium Veggie Granola,17,447,0.99
Roasted Pepper Nuggets,37,235,0.99
Classic Beef Wafers,32,149,0.99
Golden Berry Pasta,33,404,0.99
Sweet Peanut Crackers,34,491,0.99
Roasted Beef Energy Mix,8,163,0.99
Golden Cocoa Crumbles,14,251,0.99
Hearty Veggie Crumbles,19,51,0.99
Smoked Tomato Chunks,32,86,0.99
Savory Honey Protein Bar,40,519,0.99
Sweet Protein Rice,3,345,0.99
Wholesome Berry Delight,39,415,0.99
Sweet Oat Blend,22,134,0.99
Wholesome Vanilla Protein Bar,35,377,0.99
Sweet Chili Crackers,1,115,0.99
Glazed Nut Granola,38,61,0.99
Smoked Protein Granola,6,368,0.99
Savory Veggie Pasta,34,348,0.99
Fusion Peanut Nuggets,36,479,0.99
Fusion Tomato Blend,34,465,0.99
Herbal Cocoa Slices,30,141,0.99
Fusion Chicken Stew,31,532,0.99
Golden Almond Nuggets,2,104,0.99
Glazed Chili Nuggets,36,170,0.99
Rustic Honey Blend,26,69,0.99
Tangy Protein Stew,9,458,0.99
Wild Vanilla Stew,20,83,0.99
Fusion Cocoa Rice,31,301,0.99
Tangy Nut Crunch,20,212,0.99
Wild Tomato Medley,38,199,0.99
Glazed Pepper Medley,8,156,0.99
Herbal Honey Chunks,35,290,0.99
Smoked Herb Bites,16,492,0.99
Rustic Berry Medley,24,363,0.99
Fusion Beef Crackers,1,141,0.99
Herbal Beef Crumbles,35,106,0.99
Savory Nut Strips,5,535,0.99
Tangy Vanilla Wafers,30,361,0.99
Smoked Protein Soup,35,537,0.99
Classic Chicken Bites,24,257,0.99
Herbal Cocoa Nuggets,33,363,0.99
Roasted Vanilla Energy Mix,24,470,0.99
Herbal Chili Nuggets,26,352,0.99
Zesty Honey Stew,35,580,0.99
Wild Beef Energy Mix,20,443,0.99
Glazed Cocoa Crackers,7,594,0.99
Fresh Almond Nuggets,15,534,0.99
Tangy Herb Crackers,9,457,0.99
Savory Peanut Rice,4,502,0.99
Fresh Almond Mix,31,314,0.99
Glazed Fruit Energy Mix,21,299,0.99
Fusion Peanut Delight,20,535,0.99
Fresh Nut Energy Mix,30,362,0.99
Organic Protein Soup,36,414,0.99
Roasted Nut Protein Bar,40,232,0.99
Tangy Tomato Blend,26,567,0.99
Savory Honey Stew,17,242,0.99
Roasted Herb Nuggets,4,531,0.99
Savory Honey Medley,36,536,0.99
Zesty Oat Medley,24,156,0.99
Fusion Protein Rice,33,63,0.99
Savory Protein Blend,37,65,0.99
Organic Cocoa Crumbles,32,126,0.99
Rustic Veggie Medley,18,515,0.99
Fusion Protein Granola,14,409,0.99
Premium Grain Delight,7,344,0.99
Spicy Maple Slices,15,242,0.99
Glazed Herb Soup,19,114,0.99
Premium Peanut Crunch,24,527,0.99
Hearty Vanilla Medley,21,183,0.99
Premium Herb Nuggets,23,444,0.99
Glazed Protein Blend,35,501,0.99
Glazed Beef Slices,25,109,0.99
Hearty Honey Protein Bar,38,433,0.99
Roasted Pepper Crumbles,5,436,0.99
Smoked Vanilla Crackers,7,72,0.99
Sweet Almond Crunch,26,449,0.99
Spicy Veggie Blend,38,51,0.99
Organic Chicken Bites,3,563,0.99
Wild Chicken Medley,23,381,0.99
Savory Oat Bites,24,563,0.99
Roasted Peanut Strips,7,250,0.99
Crispy Cocoa Slices,15,124,0.99
Sweet Honey Wafers,9,417,0.99
Savory Almond Delight,3,404,0.99
Savory Honey Crackers,15,97,0.99
Fresh Vanilla Chunks,10,293,0.99
Smoked Honey Crunch,28,497,0.99
Premium Vanilla Crackers,1,218,0.99
Golden Berry Crackers,20,217,0.99
Smoked Honey Delight,25,281,0.99
Wild Grain Strips,2,200,0.99
Golden Berry Energy Mix,20,226,0.99
Wild Nut Blend,24,150,0.99
Rustic Veggie Medley,7,561,0.99
Savory Oat Rice,20,447,0.99
Classic Chili Chunks,15,441,0.99
Wholesome Nut Blend,25,200,0.99
Wild Peanut Pasta,2,131,0.99
Zesty Cocoa Protein Bar,15,53,0.99
Crispy Protein Strips,30,378,0.99
Fusion Grain Crunch,17,104,0.99
Golden Nut Crackers,14,462,0.99
Smoked Oat Medley,7,519,0.99
Spicy Nut Crunch,13,251,0.99
Zesty Protein Crackers,26,502,0.99
Zesty Maple Crunch,10,444,0.99
Sweet Beef Protein Bar,35,539,0.99
Herbal Nut Crackers,6,372,0.99
Fresh Herb Soup,5,422,0.99
Wild Chili Bites,11,177,0.99
Fresh Herb Crackers,7,569,0.99
Wild Chili Medley,10,202,0.99
Herbal Garden Slices,31,461,0.99
Herbal Cocoa Chunks,39,522,0.99
Glazed Nut Strips,32,380,0.99
Fusion Oat Stew,8,577,0.99
Glazed Almond Soup,36,592,0.99
Roasted Cocoa Slices,11,500,0.99
Savory Berry Mix,31,52,0.99
Premium Fruit Rice,9,362,0.99
Organic Peanut Protein Bar,5,435,0.99
Tangy Nut Blend,14,431,0.99
Fusion Garden Stew,18,507,0.99
Zesty Berry Blend,3,62,0.99
Savory Berry Stew,16,182,0.99
Golden Cocoa Delight,39,473,0.99
Fusion Beef Strips,30,381,0.99
Rustic Berry Medley,37,380,0.99
Hearty Berry Wafers,23,516,0.99
Golden Chicken Wafers,3,162,0.99
Crispy Grain Blend,19,122,0.99
Sweet Protein Nuggets,29,292,0.99
Hearty Herb Mix,14,402,0.99
Wholesome Pepper Pasta,13,369,0.99
Crispy Tomato Delight,17,482,0.99
Wholesome Vanilla Slices,28,268,0.99
Wild Nut Crumbles,36,591,0.99
Wild Cocoa Crackers,35,544,0.99
Fusion Fruit Granola,37,225,0.99
Wholesome Cocoa Rice,37,490,0.99
Golden Tomato Protein Bar,13,539,0.99
Rustic Pepper Strips,3,162,0.99
Premium Almond Strips,21,213,0.99
Smoked Cocoa Protein Bar,20,465,0.99
Premium Herb Slices,36,132,0.99
Zesty Maple Protein Bar,24,209,0.99
Fresh Berry Pasta,7,183,0.99
Sweet Chili Chunks,37,397,0.99
Classic Almond Crumbles,29,121,0.99
Crispy Maple Granola,19,460,0.99
Crispy Nut Protein Bar,38,277,0.99
Glazed Tomato Delight,38,107,0.99
Premium Almond Energy Mix,15,460,0.99
Roasted Chicken Chunks,27,547,0.99
Rustic Cocoa Soup,17,279,0.99
Smoked Grain Rice,37,72,0.99
Tangy Maple Crunch,1,156,0.99
Hearty Protein Rice,23,510,0.99
Sweet Protein Energy Mix,28,188,0.99
Wholesome Oat Nuggets,1,208,0.99
Roasted Beef Crackers,40,331,0.99
Rustic Maple Pasta,11,418,0.99
Crispy Oat Energy Mix,2,395,0.99
Savory Nut Granola,14,541,0.99
Sweet Oat Bites,32,96,0.99
Wholesome Oat Pasta,35,374,0.99
Tangy Herb Rice,18,338,0.99
Fresh Berry Blend,40,193,0.99
Sweet Protein Energy Mix,10,464,0.99
Fusion Garden Crackers,20,487,0.99
Classic Pepper Slices,23,365,0.99
Fusion Cocoa Soup,5,540,0.99
Crispy Veggie Granola,6,127,0.99
Zesty Nut Protein Bar,12,424,0.99
Premium Beef Slices,36,343,0.99
Hearty Protein Strips,17,387,0.99
Fresh Protein Bites,28,427,0.99
Wild Herb Stew,9,384,0.99
Fusion Nut Energy Mix,1,539,0.99
Sweet Herb Crumbles,3,99,0.99
Fusion Tomato Bites,35,160,0.99
Smoked Berry Protein Bar,18,217,0.99
Fresh Tomato Chunks,23,184,0.99
Crispy Chili Crumbles,10,553,0.99
Savory Peanut Delight,3,324,0.99
Wild Herb Wafers,30,513,0.99
Herbal Cocoa Pasta,26,457,0.99
Glazed Protein Slices,16,83,0.99
Herbal Grain Energy Mix,15,229,0.99
Golden Chili Chunks,34,110,0.99
Golden Herb Delight,20,63,0.99
Rustic Nut Stew,40,241,0.99
Fusion Herb Soup,15,529,0.99
Smoked Protein Protein Bar,4,186,0.99
Herbal Garden Chunks,4,174,0.99
Fresh Tomato Protein Bar,4,81,0.99
Sweet Veggie Medley,20,548,0.99
Tangy Peanut Mix,18,273,0.99
Wild Tomato Soup,36,342,0.99
Premium Herb Wafers,36,419,0.99
Classic Grain Wafers,9,102,0.99
Glazed Grain Soup,33,344,0.99
Tangy Almond Granola,22,543,0.99
Classic Chili Crumbles,13,327,0.99
Rustic Chicken Energy Mix,11,546,0.99
Sweet Cocoa Soup,9,147,0.99
Fresh Honey Blend,39,233,0.99
Crispy Herb Pasta,29,287,0.99
Tangy Oat Energy Mix,39,95,0.99
Hearty Berry Strips,13,81,0.99
Crispy Garden Chunks,17,249,0.99
Fusion Herb Slices,18,200,0.99
Smoked Nut Protein Bar,38,441,0.99
Wholesome Vanilla Strips,1,285,0.99
Classic Fruit Granola,16,154,0.99
Zesty Berry Nuggets,15,94,0.99
Organic Pepper Crumbles,24,420,0.99
Wholesome Cocoa Medley,4,205,0.99
Herbal Veggie Medley,4,132,0.99
Herbal Fruit Energy Mix,6,466,0.99
Hearty Chicken Strips,35,177,0.99
Spicy Veggie Crunch,39,374,0.99
Organic Oat Soup,5,294,0.99
Classic Peanut Blend,31,188,0.99
Glazed Nut Medley,36,220,0.99
Organic Herb Blend,35,495,0.99
Hearty Tomato Soup,39,390,0.99
Smoked Pepper Energy Mix,26,548,0.99
Spicy Herb Crackers,1,175,0.99
Rustic Pepper Rice,12,492,0.99
Hearty Chicken Slices,1,500,0.99
Wild Nut Blend,28,168,0.99
Organic Peanut Bites,8,149,0.99
Organic Grain Energy Mix,17,392,0.99
Golden Herb Granola,9,470,0.99
Organic Honey Granola,31,392,0.99
Hearty Oat Nuggets,36,54,0.99
Crispy Vanilla Chunks,1,548,0.99
Rustic Garden Crackers,35,481,0.99
Fresh Cocoa Stew,17,404,0.99
Tangy Maple Energy Mix,6,153,0.99
Golden Veggie Granola,23,122,0.99
Roasted Oat Medley,25,413,0.99
Hearty Grain Crackers,35,545,0.99
Wholesome Nut Bites,31,500,0.99
Organic Tomato Strips,36,174,0.99
Fresh Oat Pasta,12,114,0.99
Herbal Chicken Rice,35,244,0.99
Glazed Maple Mix,7,296,0.99
Organic Nut Nuggets,29,62,0.99
Smoked Herb Mix,3,246,0.99
Herbal Fruit Mix,20,61,0.99
Fresh Beef Crumbles,7,108,0.99
Zesty Chicken Stew,22,442,0.99
Zesty Tomato Delight,25,407,0.99
Wild Grain Blend,5,107,0.99
Organic Maple Slices,16,294,0.99
Zesty Maple Soup,23,556,0.99
Sweet Grain Bites,35,480,0.99
Roasted Berry Nuggets,26,264,0.99
Herbal Honey Pasta,13,540,0.99
Wild Almond Crunch,13,109,0.99
Spicy Veggie Wafers,17,367,0.99
Tangy Chicken Chunks,8,499,0.99
Crispy Chili Protein Bar,9,597,0.99
Zesty Maple Nuggets,28,159,0.99
Wild Honey Chunks,20,286,0.99
Sweet Garden Granola,2,201,0.99
Organic Peanut Nuggets,10,56,0.99
Spicy Beef Delight,30,397,0.99
Golden Oat Delight,2,531,0.99
Crispy Pepper Blend,26,295,0.99
Premium Peanut Delight,16,516,0.99
Fresh Grain Crackers,21,324,0.99
Herbal Oat Slices,18,101,0.99
Hearty Pepper Soup,35,561,0.99
Fresh Almond Mix,1,230,0.99
Classic Almond Crunch,31,301,0.99
Rustic Grain Medley,39,349,0.99
Roasted Tomato Blend,23,297,0.99
Crispy Berry Crackers,23,448,0.99
Roasted Cocoa Pasta,30,266,0.99
Hearty Oat Strips,9,136,0.99
Classic Honey Crumbles,37,354,0.99
Rustic Cocoa Granola,21,307,0.99
Rustic Peanut Crunch,21,85,0.99
Classic Herb Wafers,1,121,0.99
Sweet Veggie Bites,32,141,0.99
Savory Vanilla Bites,39,596,0.99
Wild Veggie Mix,39,289,0.99
Premium Maple Stew,36,64,0.99
Tangy Honey Mix,11,132,0.99
Glazed Grain Delight,31,257,0.99
Savory Cocoa Energy Mix,22,577,0.99
Sweet Fruit Blend,14,225,0.99
Smoked Cocoa Slices,34,417,0.99
Glazed Cocoa Wafers,5,100,0.99
Hearty Maple Stew,40,224,0.99
Wild Garden Slices,24,53,0.99
Tangy Grain Crunch,23,463,0.99
Zesty Beef Crumbles,22,262,0.99
Spicy Tomato Stew,32,366,0.99
Glazed Beef Protein Bar,23,415,0.99
Sweet Cocoa Crumbles,35,204,0.99
Fresh Chili Nuggets,30,293,0.99
Wholesome Pepper Slices,21,480,0.99
Zesty Cocoa Soup,32,218,0.99
Fresh Honey Pasta,30,226,0.99
Tangy Pepper Protein Bar,13,388,0.99
Savory Nut Energy Mix,37,228,0.99
Classic Vanilla Energy Mix,22,417,0.99
Wild Cocoa Soup,24,565,0.99
Golden Almond Rice,7,112,0.99
Fresh Almond Crunch,25,94,0.99
Tangy Beef Strips,12,389,0.99
Hearty Chicken Energy Mix,6,288,0.99
Rustic Chili Pasta,7,581,0.99
Hearty Cocoa Strips,5,358,0.99
Spicy Beef Protein Bar,17,460,0.99
Savory Cocoa Wafers,37,559,0.99
Tangy Chili Pasta,40,269,0.99
Smoked Oat Chunks,30,394,0.99
Organic Berry Strips,16,441,0.99
Wholesome Cocoa Chunks,30,203,0.99
Organic Beef Nuggets,20,266,0.99
Classic Chicken Crunch,17,80,0.99
Wild Protein Crackers,4,100,0.99
Zesty Almond Chunks,39,363,0.99
Premium Berry Protein Bar,20,595,0.99
Savory Nut Energy Mix,24,320,0.99
Glazed Tomato Blend,40,326,0.99
Smoked Beef Crumbles,21,387,0.99
Savory Cocoa Nuggets,1,184,0.99
Zesty Grain Energy Mix,7,244,0.99
Spicy Oat Pasta,35,237,0.99
Herbal Grain Granola,19,152,0.99
Organic Oat Protein Bar,1,51,0.99
Classic Chili Protein Bar,6,590,0.99
Hearty Herb Protein Bar,10,227,0.99
Savory Vanilla Chunks,6,315,0.99
Crispy Peanut Bites,27,529,0.99
Classic Honey Strips,22,504,0.99
Tangy Tomato Blend,26,381,0.99
Sweet Almond Rice,13,526,0.99
Classic Peanut Granola,6,167,0.99
Golden Maple Slices,2,388,0.99
Roasted Pepper Wafers,29,381,0.99
Organic Cocoa Rice,38,72,0.99
Organic Vanilla Blend,30,399,0.99
Classic Berry Pasta,8,257,0.99
Savory Tomato Wafers,39,500,0.99
Roasted Tomato Stew,5,362,0.99
Herbal Beef Soup,24,440,0.99
Hearty Tomato Strips,18,594,0.99
Sweet Almond Crackers,40,386,0.99
Golden Veggie Stew,20,175,0.99
Roasted Herb Mix,34,318,0.99
Glazed Beef Strips,38,253,0.99
Savory Grain Energy Mix,29,259,0.99
Organic Veggie Mix,8,485,0.99
Premium Herb Blend,9,360,0.99
Wild Tomato Protein Bar,24,519,0.99
Golden Pepper Strips,8,410,0.99
Smoked Cocoa Medley,14,272,0.99
Zesty Vanilla Protein Bar,37,502,0.99
Smoked Nut Soup,10,418,0.99
Glazed Oat Crumbles,8,439,0.99
Fresh Peanut Energy Mix,1,533,0.99
Premium Peanut Chunks,31,370,0.99
Herbal Beef Protein Bar,12,420,0.99
Wild Fruit Wafers,11,580,0.99
Wholesome Peanut Strips,6,52,0.99
Organic Nut Crackers,17,216,0.99
Roasted Fruit Crunch,13,124,0.99
Wild Beef Pasta,7,57,0.99
Glazed Protein Delight,35,347,0.99
Rustic Honey Blend,28,596,0.99
Classic Berry Strips,10,138,0.99
Rustic Beef Crackers,33,79,0.99
Herbal Vanilla Medley,39,256,0.99
Smoked Veggie Rice,33,203,0.99
Crispy Vanilla Crackers,9,214,0.99
Organic Cocoa Chunks,27,398,0.99
Fusion Chili Mix,38,73,0.99
Glazed Veggie Energy Mix,23,394,0.99
Fresh Maple Pasta,2,116,0.99
Fresh Maple Rice,2,145,0.99
Herbal Almond Pasta,40,268,0.99
Crispy Cocoa Wafers,31,372,0.99
Smoked Herb Medley,23,437,0.99
Tangy Chicken Crumbles,16,577,0.99
Classic Nut Crackers,1,296,0.99
Golden Herb Crumbles,38,357,0.99
Herbal Almond Energy Mix,36,558,0.99
Glazed Berry Crunch,26,288,0.99
Herbal Beef Delight,11,183,0.99
Wild Honey Chunks,22,331,0.99
Tangy Almond Protein Bar,13,537,0.99
Sweet Chili Chunks,23,421,0.99
Golden Grain Protein Bar,32,292,0.99
Wild Maple Energy Mix,35,546,0.99
Sweet Chicken Stew,40,387,0.99
Sweet Oat Rice,13,573,0.99
Organic Berry Blend,19,401,0.99
Roasted Herb Strips,27,290,0.99
Spicy Veggie Bites,19,201,0.99
Smoked Herb Slices,25,101,0.99
Golden Almond Chunks,20,597,0.99
Classic Protein Medley,31,564,0.99
Organic Veggie Soup,14,178,0.99
Wholesome Herb Rice,26,381,0.99
Savory Tomato Wafers,36,142,0.99
Herbal Chili Chunks,21,204,0.99
Fusion Nut Protein Bar,29,312,0.99
Sweet Herb Strips,40,175,0.99
Fusion Cocoa Crumbles,39,532,0.99
Roasted Peanut Crackers,37,375,0.99
Crispy Chicken Crumbles,5,439,0.99
Herbal Grain Nuggets,25,482,0.99
Fresh Berry Medley,36,270,0.99
Herbal Garden Medley,39,410,0.99
Herbal Grain Delight,30,335,0.99
Spicy Cocoa Energy Mix,39,263,0.99
Wild Garden Strips,2,194,0.99
Smoked Garden Granola,3,508,0.99
Glazed Herb Crumbles,39,396,0.99
Wholesome Pepper Crumbles,22,237,0.99
Tangy Herb Bites,4,480,0.99
Sweet Fruit Wafers,32,280,0.99
Premium Chili Granola,32,270,0.99
Tangy Tomato Strips,35,197,0.99
Hearty Oat Crumbles,26,412,0.99
Sweet Chili Crackers,39,239,0.99
Crispy Garden Crumbles,1,126,0.99
Savory Almond Delight,35,471,0.99
Wholesome Berry Pasta,25,372,0.99
Premium Cocoa Nuggets,31,481,0.99
Sweet Herb Delight,36,400,0.99
Hearty Herb Chunks,30,400,0.99
Crispy Almond Rice,10,439,0.99
Rustic Chili Stew,24,288,0.99
Fresh Vanilla Slices,11,59,0.99
Golden Maple Delight,40,194,0.99
Wholesome Oat Energy Mix,18,437,0.99
Wild Cocoa Soup,26,197,0.99
Organic Tomato Nuggets,5,330,0.99
Fusion Chili Stew,21,494,0.99
Smoked Veggie Wafers,29,184,0.99
Crispy Maple Stew,9,75,0.99
Savory Almond Protein Bar,1,195,0.99
Roasted Berry Chunks,23,153,0.99
Golden Fruit Rice,36,79,0.99
Spicy Herb Granola,8,573,0.99
Classic Vanilla Crackers,40,138,0.99
Roasted Nut Stew,13,199,0.99
Spicy Veggie Nuggets,3,168,0.99
Zesty Tomato Crunch,27,139,0.99
Organic Tomato Nuggets,6,471,0.99
Herbal Almond Soup,18,290,0.99
Sweet Protein Nuggets,9,557,0.99
Herbal Peanut Chunks,8,541,0.99
Savory Protein Medley,9,86,0.99
Roasted Honey Blend,10,164,0.99
Hearty Nut Mix,33,473,0.99
Premium Nut Energy Mix,9,181,0.99
Crispy Cocoa Chunks,35,208,0.99
Spicy Chicken Pasta,18,589,0.99
Wild Pepper Nuggets,4,592,0.99
Classic Tomato Slices,1,246,0.99
Zesty Maple Strips,10,526,0.99
Fresh Veggie Delight,24,485,0.99
